,グラフ,順位,チーム,勝点,試合,勝,分,敗,得点,失点,得失点差,直近試合の勝敗,Unnamed: 12,Unnamed: 13,年度,カテゴリ,節,年間勝点順位,総勝点,Unnamed: 14,Unnamed: 15
10,グラフ,11,福島ユナイテッドＦＣ,30,25,9,3,13,26,35,-9,,,71.0,2017,明治安田生命Ｊ３リーグ,26,,,,
11,グラフ,12,ＳＣ相模原,28,24,7,7,10,23,30,-7,,,148.0,2017,明治安田生命Ｊ３リーグ,26,,,,
12,グラフ,13,Ｙ．Ｓ．Ｃ．Ｃ．横浜,27,24,7,6,11,28,36,-8,,,145.0,2017,明治安田生命Ｊ３リーグ,26,,,,
13,グラフ,14,セレッソ大阪Ｕ－２３,23,23,5,8,10,26,33,-7,,,903.0,2017,明治安田生命Ｊ３リーグ,26,,,,
14,グラフ,15,グルージャ盛岡,22,25,5,7,13,25,39,-14,,,31.0,2017,明治安田生命Ｊ３リーグ,26,,,,
15,グラフ,16,ガイナーレ鳥取,18,24,4,6,14,24,48,-24,,,310.0,2017,明治安田生命Ｊ３リーグ,26,,,,
16,グラフ,17,ガンバ大阪Ｕ－２３,16,25,5,1,19,18,53,-35,,,902.0,2017,明治安田生命Ｊ３リーグ,26,,,,
0,グラフ,1,栃木ＳＣ,52,25,15,7,3,38,19,19,,Ｊ２昇格,90.0,2017,明治安田生命Ｊ３リーグ,27,,,,
1,グラフ,※2,アスルクラロ沼津,47,25,13,8,4,55,24,31,,Ｊ２昇格,224.0,2017,明治安田生命Ｊ３リーグ,27,,,,
2,グラフ,3,ブラウブリッツ秋田,46,25,13,7,5,41,23,18,,,51.0,2017,明治安田生命Ｊ３リーグ,27,,,,
3,グラフ,4,カターレ富山,46,26,13,7,6,33,20,13,,,192.0,2017,明治安田生命Ｊ３リーグ,27,,,,
4,グラフ,5,鹿児島ユナイテッドＦＣ,45,25,14,3,8,37,26,11,,,461.0,2017,明治安田生命Ｊ３リーグ,27,,,,
5,グラフ,6,ＡＣ長野パルセイロ,42,26,11,9,6,27,17,10,,,161.0,2017,明治安田生命Ｊ３リーグ,27,,,,
6,グラフ,7,ＦＣ琉球,39,26,10,9,7,37,31,6,,,471.0,2017,明治安田生命Ｊ３リーグ,27,,,,
7,グラフ,8,ギラヴァンツ北九州,37,26,11,4,11,34,28,6,,,402.0,2017,明治安田生命Ｊ３リーグ,27,,,,
8,グラフ,9,藤枝ＭＹＦＣ,37,25,10,7,8,41,37,4,,,223.0,2017,明治安田生命Ｊ３リーグ,27,,,,
9,グラフ,10,ＦＣ東京Ｕ－２３,34,25,10,4,11,27,37,-10,,,901.0,2017,明治安田生命Ｊ３リーグ,27,,,,
10,グラフ,11,福島ユナイテッドＦＣ,33,26,10,3,13,28,36,-8,,,71.0,2017,明治安田生命Ｊ３リーグ,27,,,,
11,グラフ,12,ＳＣ相模原,29,25,7,8,10,24,31,-7,,,148.0,2017,明治安田生命Ｊ３リーグ,27,,,,
12,グラフ,13,Ｙ．Ｓ．Ｃ．Ｃ．横浜,27,25,7,6,12,29,39,-10,,,145.0,2017,明治安田生命Ｊ３リーグ,27,,,,
13,グラフ,14,セレッソ大阪Ｕ－２３,24,25,5,9,11,28,36,-8,,,903.0,2017,明治安田生命Ｊ３リーグ,27,,,,
14,グラフ,15,グルージャ盛岡,23,26,5,8,13,25,39,-14,,,31.0,2017,明治安田生命Ｊ３リーグ,27,,,,
15,グラフ,16,ガイナーレ鳥取,18,25,4,6,15,24,49,-25,,,310.0,2017,明治安田生命Ｊ３リーグ,27,,,,
16,グラフ,17,ガンバ大阪Ｕ－２３,16,26,5,1,20,19,55,-36,,,902.0,2017,明治安田生命Ｊ３リーグ,27,,,,
0,グラフ,1,栃木ＳＣ,55,26,16,7,3,40,19,21,,Ｊ２昇格,90.0,2017,明治安田生命Ｊ３リーグ,28,,,,
1,グラフ,2,アスルクラロ沼津,50,26,14,8,4,57,25,32,,Ｊ２昇格,224.0,2017,明治安田生命Ｊ３リーグ,28,,,,
2,グラフ,3,ブラウブリッツ秋田,49,26,14,7,5,42,23,19,,,51.0,2017,明治安田生命Ｊ３リーグ,28,,,,
3,グラフ,4,カターレ富山,46,27,13,7,7,33,22,11,,,192.0,2017,明治安田生命Ｊ３リーグ,28,,,,
4,グラフ,5,鹿児島ユナイテッドＦＣ,45,26,14,3,9,38,28,10,,,461.0,2017,明治安田生命Ｊ３リーグ,28,,,,
5,グラフ,※6,ＡＣ長野パルセイロ,42,26,11,9,6,27,17,10,,,161.0,2017,明治安田生命Ｊ３リーグ,28,,,,
6,グラフ,7,ＦＣ琉球,40,27,10,10,7,38,32,6,,,471.0,2017,明治安田生命Ｊ３リーグ,28,,,,
7,グラフ,8,藤枝ＭＹＦＣ,38,26,10,8,8,42,38,4,,,223.0,2017,明治安田生命Ｊ３リーグ,28,,,,
8,グラフ,9,ギラヴァンツ北九州,37,27,11,4,12,34,29,5,,,402.0,2017,明治安田生命Ｊ３リーグ,28,,,,
9,グラフ,10,ＦＣ東京Ｕ－２３,35,26,10,5,11,28,38,-10,,,901.0,2017,明治安田生命Ｊ３リーグ,28,,,,
10,グラフ,11,福島ユナイテッドＦＣ,33,27,10,3,14,28,38,-10,,,71.0,2017,明治安田生命Ｊ３リーグ,28,,,,
11,グラフ,12,ＳＣ相模原,30,26,7,9,10,25,32,-7,,,148.0,2017,明治安田生命Ｊ３リーグ,28,,,,
12,グラフ,13,Ｙ．Ｓ．Ｃ．Ｃ．横浜,28,26,7,7,12,31,41,-10,,,145.0,2017,明治安田生命Ｊ３リーグ,28,,,,
13,グラフ,14,グルージャ盛岡,26,27,6,8,13,27,39,-12,,,31.0,2017,明治安田生命Ｊ３リーグ,28,,,,
14,グラフ,15,セレッソ大阪Ｕ－２３,25,26,5,10,11,30,38,-8,,,903.0,2017,明治安田生命Ｊ３リーグ,28,,,,
15,グラフ,16,ガイナーレ鳥取,19,26,4,7,15,24,49,-25,,,310.0,2017,明治安田生命Ｊ３リーグ,28,,,,
16,グラフ,17,ガンバ大阪Ｕ－２３,17,27,5,2,20,19,55,-36,,,902.0,2017,明治安田生命Ｊ３リーグ,28,,,,
0,グラフ,1,栃木ＳＣ,56,27,16,8,3,40,19,21,,Ｊ２昇格,90.0,2017,明治安田生命Ｊ３リーグ,29,,,,
1,グラフ,2,アスルクラロ沼津,53,27,15,8,4,58,25,33,,Ｊ２昇格,224.0,2017,明治安田生命Ｊ３リーグ,29,,,,
2,グラフ,3,ブラウブリッツ秋田,52,27,15,7,5,44,24,20,,,51.0,2017,明治安田生命Ｊ３リーグ,29,,,,
3,グラフ,4,カターレ富山,46,28,13,7,8,35,25,10,,,192.0,2017,明治安田生命Ｊ３リーグ,29,,,,
4,グラフ,5,鹿児島ユナイテッドＦＣ,45,27,14,3,10,39,32,7,,,461.0,2017,明治安田生命Ｊ３リーグ,29,,,,
5,グラフ,6,ＦＣ琉球,43,28,11,10,7,41,34,7,,,471.0,2017,明治安田生命Ｊ３リーグ,29,,,,
6,グラフ,7,ＡＣ長野パルセイロ,42,27,11,9,7,28,19,9,,,161.0,2017,明治安田生命Ｊ３リーグ,29,,,,
7,グラフ,8,藤枝ＭＹＦＣ,39,27,10,9,8,42,38,4,,,223.0,2017,明治安田生命Ｊ３リーグ,29,,,,
8,グラフ,9,ギラヴァンツ北九州,38,28,11,5,12,36,31,5,,,402.0,2017,明治安田生命Ｊ３リーグ,29,,,,
9,グラフ,10,ＦＣ東京Ｕ－２３,36,27,10,6,11,29,39,-10,,,901.0,2017,明治安田生命Ｊ３リーグ,29,,,,
10,グラフ,11,福島ユナイテッドＦＣ,34,28,10,4,14,29,39,-10,,,71.0,2017,明治安田生命Ｊ３リーグ,29,,,,
11,グラフ,12,ＳＣ相模原,33,27,8,9,10,28,34,-6,,,148.0,2017,明治安田生命Ｊ３リーグ,29,,,,
12,グラフ,13,Ｙ．Ｓ．Ｃ．Ｃ．横浜,31,27,8,7,12,35,42,-7,,,145.0,2017,明治安田生命Ｊ３リーグ,29,,,,
13,グラフ,※14,グルージャ盛岡,26,27,6,8,13,27,39,-12,,,31.0,2017,明治安田生命Ｊ３リーグ,29,,,,
14,グラフ,15,セレッソ大阪Ｕ－２３,25,27,5,10,12,30,39,-9,,,903.0,2017,明治安田生命Ｊ３リーグ,29,,,,
15,グラフ,16,ガイナーレ鳥取,19,27,4,7,16,26,52,-26,,,310.0,2017,明治安田生命Ｊ３リーグ,29,,,,
16,グラフ,17,ガンバ大阪Ｕ－２３,18,28,5,3,20,21,57,-36,,,902.0,2017,明治安田生命Ｊ３リーグ,29,,,,
0,グラフ,1,栃木ＳＣ,56,28,16,8,4,42,22,20,,Ｊ２昇格,90.0,2017,明治安田生命Ｊ３リーグ,30,,,,
1,グラフ,2,ブラウブリッツ秋田,55,28,16,7,5,48,24,24,,Ｊ２昇格,51.0,2017,明治安田生命Ｊ３リーグ,30,,,,
2,グラフ,3,アスルクラロ沼津,54,28,15,9,4,58,25,33,,,224.0,2017,明治安田生命Ｊ３リーグ,30,,,,
3,グラフ,4,鹿児島ユナイテッドＦＣ,48,28,15,3,10,40,32,8,,,461.0,2017,明治安田生命Ｊ３リーグ,30,,,,
4,グラフ,5,ＦＣ琉球,46,29,12,10,7,43,35,8,,,471.0,2017,明治安田生命Ｊ３リーグ,30,,,,
5,グラフ,6,カターレ富山,46,29,13,7,9,35,29,6,,,192.0,2017,明治安田生命Ｊ３リーグ,30,,,,
6,グラフ,7,ＡＣ長野パルセイロ,42,28,11,9,8,30,23,7,,,161.0,2017,明治安田生命Ｊ３リーグ,30,,,,
7,グラフ,8,藤枝ＭＹＦＣ,42,28,11,9,8,46,40,6,,,223.0,2017,明治安田生命Ｊ３リーグ,30,,,,
8,グラフ,9,ギラヴァンツ北九州,41,29,12,5,12,39,33,6,,,402.0,2017,明治安田生命Ｊ３リーグ,30,,,,
9,グラフ,10,ＦＣ東京Ｕ－２３,36,28,10,6,12,32,43,-11,,,901.0,2017,明治安田生命Ｊ３リーグ,30,,,,
10,グラフ,11,ＳＣ相模原,34,28,8,10,10,28,34,-6,,,148.0,2017,明治安田生命Ｊ３リーグ,30,,,,
11,グラフ,※12,福島ユナイテッドＦＣ,34,28,10,4,14,29,39,-10,,,71.0,2017,明治安田生命Ｊ３リーグ,30,,,,
12,グラフ,13,Ｙ．Ｓ．Ｃ．Ｃ．横浜,31,28,8,7,13,36,44,-8,,,145.0,2017,明治安田生命Ｊ３リーグ,30,,,,
13,グラフ,14,セレッソ大阪Ｕ－２３,28,28,6,10,12,32,39,-7,,,903.0,2017,明治安田生命Ｊ３リーグ,30,,,,
14,グラフ,15,グルージャ盛岡,26,28,6,8,14,27,40,-13,,,31.0,2017,明治安田生命Ｊ３リーグ,30,,,,
15,グラフ,16,ガンバ大阪Ｕ－２３,21,29,6,3,20,25,60,-35,,,902.0,2017,明治安田生命Ｊ３リーグ,30,,,,
16,グラフ,17,ガイナーレ鳥取,19,28,4,7,17,26,54,-28,,,310.0,2017,明治安田生命Ｊ３リーグ,30,,,,
0,グラフ,1,栃木ＳＣ,57,29,16,9,4,42,22,20,,Ｊ２昇格,90.0,2017,明治安田生命Ｊ３リーグ,31,,,,
1,グラフ,2,ブラウブリッツ秋田,55,29,16,7,6,48,27,21,,Ｊ２昇格,51.0,2017,明治安田生命Ｊ３リーグ,31,,,,
2,グラフ,3,アスルクラロ沼津,54,29,15,9,5,58,26,32,,,224.0,2017,明治安田生命Ｊ３リーグ,31,,,,
3,グラフ,4,鹿児島ユナイテッドＦＣ,48,29,15,3,11,41,35,6,,,461.0,2017,明治安田生命Ｊ３リーグ,31,,,,
4,グラフ,5,ＦＣ琉球,47,30,12,11,7,43,35,8,,,471.0,2017,明治安田生命Ｊ３リーグ,31,,,,
5,グラフ,※6,カターレ富山,46,29,13,7,9,35,29,6,,,192.0,2017,明治安田生命Ｊ３リーグ,31,,,,
6,グラフ,7,ＡＣ長野パルセイロ,45,29,12,9,8,31,23,8,,,161.0,2017,明治安田生命Ｊ３リーグ,31,,,,
7,グラフ,8,ギラヴァンツ北九州,44,30,13,5,12,43,36,7,,,402.0,2017,明治安田生命Ｊ３リーグ,31,,,,
8,グラフ,9,藤枝ＭＹＦＣ,42,29,11,9,9,46,42,4,,,223.0,2017,明治安田生命Ｊ３リーグ,31,,,,
9,グラフ,10,ＦＣ東京Ｕ－２３,39,29,11,6,12,34,43,-9,,,901.0,2017,明治安田生命Ｊ３リーグ,31,,,,
10,グラフ,11,ＳＣ相模原,37,29,9,10,10,30,34,-4,,,148.0,2017,明治安田生命Ｊ３リーグ,31,,,,
11,グラフ,12,福島ユナイテッドＦＣ,37,29,11,4,14,32,40,-8,,,71.0,2017,明治安田生命Ｊ３リーグ,31,,,,
12,グラフ,13,セレッソ大阪Ｕ－２３,31,29,7,10,12,35,39,-4,,,903.0,2017,明治安田生命Ｊ３リーグ,31,,,,
13,グラフ,14,Ｙ．Ｓ．Ｃ．Ｃ．横浜,31,29,8,7,14,39,48,-9,,,145.0,2017,明治安田生命Ｊ３リーグ,31,,,,
14,グラフ,15,グルージャ盛岡,26,29,6,8,15,27,42,-15,,,31.0,2017,明治安田生命Ｊ３リーグ,31,,,,
15,グラフ,16,ガンバ大阪Ｕ－２３,24,30,7,3,20,29,63,-34,,,902.0,2017,明治安田生命Ｊ３リーグ,31,,,,
16,グラフ,17,ガイナーレ鳥取,19,29,4,7,18,29,58,-29,,,310.0,2017,明治安田生命Ｊ３リーグ,31,,,,
0,グラフ,1,ブラウブリッツ秋田,58,30,17,7,6,50,28,22,,Ｊ２昇格,51.0,2017,明治安田生命Ｊ３リーグ,32,,,,
1,グラフ,2,栃木ＳＣ,58,30,16,10,4,43,23,20,,Ｊ２昇格,90.0,2017,明治安田生命Ｊ３リーグ,32,,,,
2,グラフ,3,アスルクラロ沼津,57,30,16,9,5,59,26,33,,,224.0,2017,明治安田生命Ｊ３リーグ,32,,,,
3,グラフ,4,鹿児島ユナイテッドＦＣ,49,30,15,4,11,41,35,6,,,461.0,2017,明治安田生命Ｊ３リーグ,32,,,,
4,グラフ,5,ＡＣ長野パルセイロ,48,30,13,9,8,33,24,9,,,161.0,2017,明治安田生命Ｊ３リーグ,32,,,,
5,グラフ,6,ＦＣ琉球,47,31,12,11,8,43,36,7,,,471.0,2017,明治安田生命Ｊ３リーグ,32,,,,
6,グラフ,7,カターレ富山,46,30,13,7,10,36,31,5,,,192.0,2017,明治安田生命Ｊ３リーグ,32,,,,
7,グラフ,※8,ギラヴァンツ北九州,44,30,13,5,12,43,36,7,,,402.0,2017,明治安田生命Ｊ３リーグ,32,,,,
8,グラフ,9,藤枝ＭＹＦＣ,43,30,11,10,9,46,42,4,,,223.0,2017,明治安田生命Ｊ３リーグ,32,,,,
9,グラフ,10,ＦＣ東京Ｕ－２３,40,30,11,7,12,34,43,-9,,,901.0,2017,明治安田生命Ｊ３リーグ,32,,,,
10,グラフ,11,ＳＣ相模原,38,30,9,11,10,30,34,-4,,,148.0,2017,明治安田生命Ｊ３リーグ,32,,,,
11,グラフ,12,福島ユナイテッドＦＣ,37,30,11,4,15,33,42,-9,,,71.0,2017,明治安田生命Ｊ３リーグ,32,,,,
12,グラフ,13,セレッソ大阪Ｕ－２３,32,30,7,11,12,35,39,-4,,,903.0,2017,明治安田生命Ｊ３リーグ,32,,,,
13,グラフ,14,Ｙ．Ｓ．Ｃ．Ｃ．横浜,31,30,8,7,15,40,50,-10,,,145.0,2017,明治安田生命Ｊ３リーグ,32,,,,
14,グラフ,15,グルージャ盛岡,29,30,7,8,15,29,43,-14,,,31.0,2017,明治安田生命Ｊ３リーグ,32,,,,
15,グラフ,16,ガンバ大阪Ｕ－２３,25,31,7,4,20,29,63,-34,,,902.0,2017,明治安田生命Ｊ３リーグ,32,,,,
16,グラフ,17,ガイナーレ鳥取,20,30,4,8,18,30,59,-29,,,310.0,2017,明治安田生命Ｊ３リーグ,32,,,,
0,グラフ,1,栃木ＳＣ,59,31,16,11,4,43,23,20,,Ｊ２昇格,90.0,2017,明治安田生命Ｊ３リーグ,33,,,,
1,グラフ,2,アスルクラロ沼津,58,31,16,10,5,59,26,33,,Ｊ２昇格,224.0,2017,明治安田生命Ｊ３リーグ,33,,,,
2,グラフ,3,ブラウブリッツ秋田,58,31,17,7,7,50,31,19,,,51.0,2017,明治安田生命Ｊ３リーグ,33,,,,
3,グラフ,4,鹿児島ユナイテッドＦＣ,52,31,16,4,11,44,35,9,,,461.0,2017,明治安田生命Ｊ３リーグ,33,,,,
4,グラフ,5,ＡＣ長野パルセイロ,49,31,13,10,8,33,24,9,,,161.0,2017,明治安田生命Ｊ３リーグ,33,,,,
5,グラフ,※6,ＦＣ琉球,47,31,12,11,8,43,36,7,,,471.0,2017,明治安田生命Ｊ３リーグ,33,,,,
6,グラフ,7,カターレ富山,47,31,13,8,10,37,32,5,,,192.0,2017,明治安田生命Ｊ３リーグ,33,,,,
7,グラフ,8,藤枝ＭＹＦＣ,46,31,12,10,9,49,42,7,,,223.0,2017,明治安田生命Ｊ３リーグ,33,,,,
8,グラフ,9,ギラヴァンツ北九州,45,31,13,6,12,43,36,7,,,402.0,2017,明治安田生命Ｊ３リーグ,33,,,,
9,グラフ,10,福島ユナイテッドＦＣ,40,31,12,4,15,36,42,-6,,,71.0,2017,明治安田生命Ｊ３リーグ,33,,,,
10,グラフ,11,ＦＣ東京Ｕ－２３,40,31,11,7,13,34,46,-12,,,901.0,2017,明治安田生命Ｊ３リーグ,33,,,,
11,グラフ,12,ＳＣ相模原,39,31,9,12,10,32,36,-4,,,148.0,2017,明治安田生命Ｊ３リーグ,33,,,,
12,グラフ,13,セレッソ大阪Ｕ－２３,35,31,8,11,12,38,41,-3,,,903.0,2017,明治安田生命Ｊ３リーグ,33,,,,
13,グラフ,14,Ｙ．Ｓ．Ｃ．Ｃ．横浜,31,31,8,7,16,40,53,-13,,,145.0,2017,明治安田生命Ｊ３リーグ,33,,,,
14,グラフ,15,グルージャ盛岡,29,31,7,8,16,31,46,-15,,,31.0,2017,明治安田生命Ｊ３リーグ,33,,,,
15,グラフ,16,ガンバ大阪Ｕ－２３,26,32,7,5,20,31,65,-34,,,902.0,2017,明治安田生命Ｊ３リーグ,33,,,,
16,グラフ,17,ガイナーレ鳥取,21,31,4,9,18,31,60,-29,,,310.0,2017,明治安田生命Ｊ３リーグ,33,,,,
0,グラフ,1,ブラウブリッツ秋田,61,32,18,7,7,53,31,22,,Ｊ２昇格,51.0,2017,明治安田生命Ｊ３リーグ,34,,,,
1,グラフ,2,栃木ＳＣ,60,32,16,12,4,44,24,20,,Ｊ２昇格,90.0,2017,明治安田生命Ｊ３リーグ,34,,,,
2,グラフ,3,アスルクラロ沼津,59,32,16,11,5,60,27,33,,,224.0,2017,明治安田生命Ｊ３リーグ,34,,,,
3,グラフ,4,鹿児島ユナイテッドＦＣ,55,32,17,4,11,49,37,12,,,461.0,2017,明治安田生命Ｊ３リーグ,34,,,,
4,グラフ,5,ＡＣ長野パルセイロ,50,32,13,11,8,34,25,9,,,161.0,2017,明治安田生命Ｊ３リーグ,34,,,,
5,グラフ,6,ＦＣ琉球,50,32,13,11,8,44,36,8,,,471.0,2017,明治安田生命Ｊ３リーグ,34,,,,
6,グラフ,7,藤枝ＭＹＦＣ,47,32,12,11,9,50,43,7,,,223.0,2017,明治安田生命Ｊ３リーグ,34,,,,
7,グラフ,8,カターレ富山,47,32,13,8,11,37,33,4,,,192.0,2017,明治安田生命Ｊ３リーグ,34,,,,
8,グラフ,9,ギラヴァンツ北九州,46,32,13,7,12,44,37,7,,,402.0,2017,明治安田生命Ｊ３リーグ,34,,,,
9,グラフ,10,福島ユナイテッドＦＣ,43,32,13,4,15,39,43,-4,,,71.0,2017,明治安田生命Ｊ３リーグ,34,,,,
10,グラフ,11,ＦＣ東京Ｕ－２３,43,32,12,7,13,36,47,-11,,,901.0,2017,明治安田生命Ｊ３リーグ,34,,,,
11,グラフ,12,ＳＣ相模原,39,32,9,12,11,34,41,-7,,,148.0,2017,明治安田生命Ｊ３リーグ,34,,,,
12,グラフ,13,セレッソ大阪Ｕ－２３,35,32,8,11,13,39,43,-4,,,903.0,2017,明治安田生命Ｊ３リーグ,34,,,,
13,グラフ,14,Ｙ．Ｓ．Ｃ．Ｃ．横浜,32,32,8,8,16,41,54,-13,,,145.0,2017,明治安田生命Ｊ３リーグ,34,,,,
14,グラフ,15,グルージャ盛岡,29,32,7,8,17,32,49,-17,,,31.0,2017,明治安田生命Ｊ３リーグ,34,,,,
15,グラフ,※16,ガンバ大阪Ｕ－２３,26,32,7,5,20,31,65,-34,,,902.0,2017,明治安田生命Ｊ３リーグ,34,,,,
16,グラフ,17,ガイナーレ鳥取,21,32,4,9,19,31,63,-32,,,310.0,2017,明治安田生命Ｊ３リーグ,34,,,,
0,グラフ,1,川崎フロンターレ,3,1,1,0,0,3,0,3,,,142.0,2018,明治安田生命Ｊ１リーグ,1,,,,
1,グラフ,2,名古屋グランパス,3,1,1,0,0,3,2,1,,,231.0,2018,明治安田生命Ｊ１リーグ,1,,,,
2,グラフ,3,湘南ベルマーレ,3,1,1,0,0,2,1,1,,,147.0,2018,明治安田生命Ｊ１リーグ,1,,,,
3,グラフ,4,ベガルタ仙台,3,1,1,0,0,1,0,1,,,41.0,2018,明治安田生命Ｊ１リーグ,1,,,,
4,グラフ,4,サンフレッチェ広島,3,1,1,0,0,1,0,1,,,341.0,2018,明治安田生命Ｊ１リーグ,1,,,,
5,グラフ,6,浦和レッズ,1,1,0,1,0,1,1,0,,,111.0,2018,明治安田生命Ｊ１リーグ,1,,,,
6,グラフ,6,ＦＣ東京,1,1,0,1,0,1,1,0,,,130.0,2018,明治安田生命Ｊ１リーグ,1,,,,
7,グラフ,6,横浜Ｆ・マリノス,1,1,0,1,0,1,1,0,,,143.0,2018,明治安田生命Ｊ１リーグ,1,,,,
8,グラフ,6,セレッソ大阪,1,1,0,1,0,1,1,0,,,272.0,2018,明治安田生命Ｊ１リーグ,1,,,,
9,グラフ,6,ヴィッセル神戸,1,1,0,1,0,1,1,0,,,281.0,2018,明治安田生命Ｊ１リーグ,1,,,,
10,グラフ,6,サガン鳥栖,1,1,0,1,0,1,1,0,,,412.0,2018,明治安田生命Ｊ１リーグ,1,,,,
11,グラフ,12,鹿島アントラーズ,1,1,0,1,0,0,0,0,,,80.0,2018,明治安田生命Ｊ１リーグ,1,,,,
12,グラフ,12,清水エスパルス,1,1,0,1,0,0,0,0,,,221.0,2018,明治安田生命Ｊ１リーグ,1,,,,
13,グラフ,14,ガンバ大阪,0,1,0,0,1,2,3,-1,,,271.0,2018,明治安田生命Ｊ１リーグ,1,,,,
14,グラフ,15,Ｖ・ファーレン長崎,0,1,0,0,1,1,2,-1,,,421.0,2018,明治安田生命Ｊ１リーグ,1,,,,
15,グラフ,16,北海道コンサドーレ札幌,0,1,0,0,1,0,1,-1,,,11.0,2018,明治安田生命Ｊ１リーグ,1,,,,
16,グラフ,16,柏レイソル,0,1,0,0,1,0,1,-1,,,122.0,2018,明治安田生命Ｊ１リーグ,1,,,,
17,グラフ,18,ジュビロ磐田,0,1,0,0,1,0,3,-3,,,222.0,2018,明治安田生命Ｊ１リーグ,1,,,,
0,グラフ,1,名古屋グランパス,6,2,2,0,0,4,2,2,,,231.0,2018,明治安田生命Ｊ１リーグ,2,,,,
1,グラフ,2,サンフレッチェ広島,6,2,2,0,0,3,1,2,,,341.0,2018,明治安田生命Ｊ１リーグ,2,,,,
2,グラフ,3,ベガルタ仙台,6,2,2,0,0,2,0,2,,,41.0,2018,明治安田生命Ｊ１リーグ,2,,,,
3,グラフ,4,川崎フロンターレ,4,2,1,1,0,4,1,3,,,142.0,2018,明治安田生命Ｊ１リーグ,2,,,,
4,グラフ,5,清水エスパルス,4,2,1,1,0,4,2,2,,,221.0,2018,明治安田生命Ｊ１リーグ,2,,,,
5,グラフ,6,湘南ベルマーレ,4,2,1,1,0,3,2,1,,,147.0,2018,明治安田生命Ｊ１リーグ,2,,,,
6,グラフ,7,鹿島アントラーズ,4,2,1,1,0,1,0,1,,,80.0,2018,明治安田生命Ｊ１リーグ,2,,,,
7,グラフ,8,柏レイソル,3,2,1,0,1,2,1,1,,,122.0,2018,明治安田生命Ｊ１リーグ,2,,,,
8,グラフ,9,セレッソ大阪,2,2,0,2,0,4,4,0,,,272.0,2018,明治安田生命Ｊ１リーグ,2,,,,
9,グラフ,10,サガン鳥栖,2,2,0,2,0,3,3,0,,,412.0,2018,明治安田生命Ｊ１リーグ,2,,,,
10,グラフ,11,北海道コンサドーレ札幌,1,2,0,1,1,3,4,-1,,,11.0,2018,明治安田生命Ｊ１リーグ,2,,,,
11,グラフ,11,Ｖ・ファーレン長崎,1,2,0,1,1,3,4,-1,,,421.0,2018,明治安田生命Ｊ１リーグ,2,,,,
12,グラフ,13,浦和レッズ,1,2,0,1,1,2,3,-1,,,111.0,2018,明治安田生命Ｊ１リーグ,2,,,,
13,グラフ,14,ＦＣ東京,1,2,0,1,1,1,2,-1,,,130.0,2018,明治安田生命Ｊ１リーグ,2,,,,
14,グラフ,15,ヴィッセル神戸,1,2,0,1,1,3,5,-2,,,281.0,2018,明治安田生命Ｊ１リーグ,2,,,,
15,グラフ,16,横浜Ｆ・マリノス,1,2,0,1,1,1,3,-2,,,143.0,2018,明治安田生命Ｊ１リーグ,2,,,,
16,グラフ,17,ガンバ大阪,0,2,0,0,2,2,4,-2,,,271.0,2018,明治安田生命Ｊ１リーグ,2,,,,
17,グラフ,18,ジュビロ磐田,0,2,0,0,2,0,4,-4,,,222.0,2018,明治安田生命Ｊ１リーグ,2,,,,
0,グラフ,1,サンフレッチェ広島,9,3,3,0,0,4,1,3,,,341.0,2018,明治安田生命Ｊ１リーグ,3,,,,
1,グラフ,2,川崎フロンターレ,7,3,2,1,0,6,1,5,,,142.0,2018,明治安田生命Ｊ１リーグ,3,,,,
2,グラフ,3,清水エスパルス,7,3,2,1,0,7,3,4,,,221.0,2018,明治安田生命Ｊ１リーグ,3,,,,
3,グラフ,4,名古屋グランパス,7,3,2,1,0,4,2,2,,,231.0,2018,明治安田生命Ｊ１リーグ,3,,,,
4,グラフ,5,ベガルタ仙台,7,3,2,1,0,3,1,2,,,41.0,2018,明治安田生命Ｊ１リーグ,3,,,,
5,グラフ,6,サガン鳥栖,5,3,1,2,0,5,4,1,,,412.0,2018,明治安田生命Ｊ１リーグ,3,,,,
6,グラフ,7,湘南ベルマーレ,5,3,1,2,0,3,2,1,,,147.0,2018,明治安田生命Ｊ１リーグ,3,,,,
7,グラフ,8,柏レイソル,4,3,1,1,1,3,2,1,,,122.0,2018,明治安田生命Ｊ１リーグ,3,,,,
8,グラフ,9,鹿島アントラーズ,4,3,1,1,1,1,1,0,,,80.0,2018,明治安田生命Ｊ１リーグ,3,,,,
9,グラフ,10,セレッソ大阪,3,3,0,3,0,5,5,0,,,272.0,2018,明治安田生命Ｊ１リーグ,3,,,,
10,グラフ,11,ジュビロ磐田,3,3,1,0,2,2,4,-2,,,222.0,2018,明治安田生命Ｊ１リーグ,3,,,,
11,グラフ,12,Ｖ・ファーレン長崎,2,3,0,2,1,4,5,-1,,,421.0,2018,明治安田生命Ｊ１リーグ,3,,,,
12,グラフ,13,浦和レッズ,2,3,0,2,1,3,4,-1,,,111.0,2018,明治安田生命Ｊ１リーグ,3,,,,
13,グラフ,14,ヴィッセル神戸,2,3,0,2,1,4,6,-2,,,281.0,2018,明治安田生命Ｊ１リーグ,3,,,,
14,グラフ,15,北海道コンサドーレ札幌,1,3,0,1,2,4,7,-3,,,11.0,2018,明治安田生命Ｊ１リーグ,3,,,,
